Turning off amp!
Turning on amp!
Down
Up
Amplifier On and turned up
IR Controller Online
Light Controller Online
Master Init Complete
06/11/2011, 09:49:53, Screen Saver
06/11/2011, 09:50:04, Screen Saver
06/11/2011, 09:50:15, Screen Saver
06/11/2011, 09:50:26, Screen Saver
06/11/2011, 09:50:37, Screen Saver
06/11/2011, 09:50:48, Screen Saver
06/11/2011, 09:50:59, Screen Saver
06/11/2011, 09:51:10, Screen Saver
06/11/2011, 09:51:21, Screen Saver
06/11/2011, 09:51:32, Screen Saver
06/11/2011, 09:51:43, Screen Saver
06/11/2011, 09:51:54, Screen Saver
06/11/2011, 09:52:05, Screen Saver
06/11/2011, 09:52:16, Screen Saver
06/11/2011, 09:52:27, Screen Saver
06/11/2011, 09:52:38, Screen Saver
06/11/2011, 09:52:49, Screen Saver
06/11/2011, 09:53:00, Screen Saver
06/11/2011, 09:53:11, Screen Saver
06/11/2011, 09:53:22, Screen Saver
06/11/2011, 09:53:33, Screen Saver
06/11/2011, 09:53:44, Screen Saver
06/11/2011, 09:53:55, Screen Saver
06/11/2011, 09:54:06, Screen Saver
06/11/2011, 09:54:17, Screen Saver
06/11/2011, 09:54:28, Screen Saver
06/11/2011, 09:54:39, Screen Saver
06/11/2011, 09:54:50, Screen Saver
06/11/2011, 09:55:01, Screen Saver
06/11/2011, 09:55:12, Screen Saver
06/11/2011, 09:55:23, Screen Saver
06/11/2011, 09:55:34, Screen Saver
06/11/2011, 09:55:45, Screen Saver
06/11/2011, 09:55:56, Screen Saver
06/11/2011, 09:56:07, Screen Saver
06/11/2011, 09:56:18, Screen Saver
06/11/2011, 09:56:29, Screen Saver
06/11/2011, 09:56:40, Screen Saver
06/11/2011, 09:56:51, Screen Saver
06/11/2011, 09:57:02, Screen Saver
06/11/2011, 09:57:13, Screen Saver
06/11/2011, 09:57:24, Screen Saver
06/11/2011, 09:57:35, Screen Saver
06/11/2011, 09:57:46, Screen Saver
06/11/2011, 09:57:57, Screen Saver
06/11/2011, 09:58:08, Screen Saver
06/11/2011, 09:58:19, Screen Saver
06/11/2011, 09:58:30, Screen Saver
06/11/2011, 09:58:41, Screen Saver
06/11/2011, 09:58:52, Screen Saver
06/11/2011, 09:59:03, Screen Saver
06/11/2011, 09:59:14, Screen Saver
06/11/2011, 09:59:25, Screen Saver
06/11/2011, 09:59:36, Screen Saver
06/11/2011, 09:59:47, Screen Saver
06/11/2011, 09:59:58, Screen Saver
06/11/2011, 10:00:09, Screen Saver
06/11/2011, 10:00:20, Screen Saver
06/11/2011, 10:00:31, Screen Saver
06/11/2011, 10:00:42, Screen Saver
06/11/2011, 10:00:53, Screen Saver
06/11/2011, 10:01:04, Screen Saver
06/11/2011, 10:01:15, Screen Saver
06/11/2011, 10:01:26, Screen Saver
06/11/2011, 10:01:37, Screen Saver
06/11/2011, 10:01:48, Screen Saver
06/11/2011, 10:01:59, Screen Saver
06/11/2011, 10:02:10, Screen Saver
06/11/2011, 10:02:21, Screen Saver
06/11/2011, 10:02:32, Screen Saver
06/11/2011, 10:02:43, Screen Saver
06/11/2011, 10:02:54, Screen Saver
06/11/2011, 10:03:05, Screen Saver
06/11/2011, 10:03:16, Screen Saver
06/11/2011, 10:03:27, Screen Saver
06/11/2011, 10:03:38, Screen Saver
06/11/2011, 10:03:49, Screen Saver
06/11/2011, 10:04:00, Screen Saver
06/11/2011, 10:04:11, Screen Saver
06/11/2011, 10:04:22, Screen Saver
06/11/2011, 10:04:33, Screen Saver
06/11/2011, 10:04:44, Screen Saver
06/11/2011, 10:04:55, Screen Saver
06/11/2011, 10:05:06, Screen Saver
06/11/2011, 10:05:17, Screen Saver
06/11/2011, 10:05:28, Screen Saver
06/11/2011, 10:05:39, Screen Saver
06/11/2011, 10:05:50, Screen Saver
06/11/2011, 10:06:01, Screen Saver
06/11/2011, 10:06:12, Screen Saver
06/11/2011, 10:06:23, Screen Saver
06/11/2011, 10:06:34, Screen Saver
06/11/2011, 10:06:45, Screen Saver
06/11/2011, 10:06:56, Screen Saver
06/11/2011, 10:07:07, Screen Saver
06/11/2011, 10:07:18, Screen Saver
06/11/2011, 10:07:29, Screen Saver
06/11/2011, 10:07:40, Screen Saver
06/11/2011, 10:07:51, Screen Saver
06/11/2011, 10:08:02, Screen Saver
06/11/2011, 10:08:13, Screen Saver
06/11/2011, 10:08:24, Screen Saver
06/11/2011, 10:08:35, Screen Saver
06/11/2011, 10:08:46, Screen Saver
06/11/2011, 10:08:57, Screen Saver
06/11/2011, 10:09:08, Screen Saver
06/11/2011, 10:09:19, Screen Saver
06/11/2011, 10:09:30, Screen Saver
06/11/2011, 10:09:41, Screen Saver
06/11/2011, 10:09:52, Screen Saver
06/11/2011, 10:10:03, Screen Saver
06/11/2011, 10:10:14, Screen Saver
06/11/2011, 10:10:25, Screen Saver
06/11/2011, 10:10:36, Screen Saver
06/11/2011, 10:10:47, Screen Saver
06/11/2011, 10:10:58, Screen Saver
06/11/2011, 10:11:09, Screen Saver
06/11/2011, 10:11:20, Screen Saver
06/11/2011, 10:11:31, Screen Saver
06/11/2011, 10:11:42, Screen Saver
06/11/2011, 10:11:53, Screen Saver
06/11/2011, 10:12:04, Screen Saver
06/11/2011, 10:12:15, Screen Saver
06/11/2011, 10:12:26, Screen Saver
06/11/2011, 10:12:37, Screen Saver
06/11/2011, 10:12:48, Screen Saver
06/11/2011, 10:12:59, Screen Saver
06/11/2011, 10:13:10, Screen Saver
06/11/2011, 10:13:21, Screen Saver
06/11/2011, 10:13:32, Screen Saver
06/11/2011, 10:13:43, Screen Saver
06/11/2011, 10:13:54, Screen Saver
06/11/2011, 10:14:05, Screen Saver
06/11/2011, 10:14:16, Screen Saver
06/11/2011, 10:14:27, Screen Saver
06/11/2011, 10:14:38, Screen Saver
06/11/2011, 10:14:49, Screen Saver
06/11/2011, 10:15:00, Screen Saver
06/11/2011, 10:15:11, Screen Saver
