IR Controller Online
Light Controller Online
Master Init Complete
00/00/0000, 00:00:00, Note,6
00/00/0000, 00:00:00, Screen Saver
00/00/0000, 00:00:00, Screen Saver
00/00/0000, 00:00:00, Screen Saver
04/15/2011, 08:55:29, Switching to instrument 0
04/15/2011, 08:55:29, Note,1
04/15/2011, 08:55:30, Note,1
04/15/2011, 08:55:30, Note,2
04/15/2011, 08:55:30, Note,4
04/15/2011, 08:55:30, Note,5
04/15/2011, 08:55:30, Note,5
04/15/2011, 08:55:30, Note,4
04/15/2011, 08:55:30, Note,2
04/15/2011, 08:55:31, Note,1
04/15/2011, 08:55:31, Note,2
04/15/2011, 08:55:31, Note,4
04/15/2011, 08:55:31, Note,5
04/15/2011, 08:55:31, Note,8
04/15/2011, 08:55:31, Note,6
04/15/2011, 08:55:42, Screen Saver
04/15/2011, 08:55:53, Screen Saver
04/15/2011, 08:56:04, Screen Saver
04/15/2011, 08:56:15, Screen Saver
04/15/2011, 08:56:26, Screen Saver
04/15/2011, 08:56:37, Screen Saver
04/15/2011, 08:56:48, Screen Saver
04/15/2011, 08:56:59, Screen Saver
04/15/2011, 08:57:10, Screen Saver
04/15/2011, 08:57:21, Screen Saver
04/15/2011, 08:57:32, Screen Saver
04/15/2011, 08:57:43, Screen Saver
04/15/2011, 08:57:54, Screen Saver
04/15/2011, 08:58:05, Screen Saver
04/15/2011, 08:58:16, Screen Saver
04/15/2011, 08:58:27, Screen Saver
04/15/2011, 08:58:38, Screen Saver
04/15/2011, 08:58:49, Screen Saver
04/15/2011, 08:59:00, Screen Saver
04/15/2011, 08:59:11, Screen Saver
04/15/2011, 08:59:22, Screen Saver
04/15/2011, 08:59:33, Screen Saver
04/15/2011, 08:59:44, Screen Saver
04/15/2011, 08:59:55, Screen Saver
04/15/2011, 09:00:06, Screen Saver
04/15/2011, 09:00:17, Screen Saver
04/15/2011, 09:00:28, Screen Saver
04/15/2011, 09:00:39, Screen Saver
04/15/2011, 09:00:50, Screen Saver
04/15/2011, 09:01:01, Screen Saver
04/15/2011, 09:01:12, Screen Saver
04/15/2011, 09:01:23, Screen Saver
04/15/2011, 09:01:34, Screen Saver
04/15/2011, 09:01:45, Screen Saver
04/15/2011, 09:01:56, Screen Saver
04/15/2011, 09:02:07, Screen Saver
04/15/2011, 09:02:18, Screen Saver
04/15/2011, 09:02:29, Screen Saver
04/15/2011, 09:02:40, Screen Saver
04/15/2011, 09:02:51, Screen Saver
04/15/2011, 09:03:02, Screen Saver
04/15/2011, 09:03:13, Screen Saver
04/15/2011, 09:03:24, Screen Saver
04/15/2011, 09:03:35, Screen Saver
04/15/2011, 09:03:46, Screen Saver
04/15/2011, 09:03:57, Screen Saver
04/15/2011, 09:04:08, Screen Saver
04/15/2011, 09:04:19, Screen Saver
04/15/2011, 09:04:30, Screen Saver
04/15/2011, 09:04:41, Screen Saver
04/15/2011, 09:04:52, Screen Saver
04/15/2011, 09:05:03, Screen Saver
04/15/2011, 09:05:14, Screen Saver
