Turning off amp!
Turning on amp!
Down
Up
Amplifier On and turned up
00/00/0000, 00:00:00, Switching to instrument 0
IR Controller Online
Light Controller Online
Master Init Complete
08/19/2011, 09:10:42, Note,1
08/19/2011, 09:10:43, Note,2
08/19/2011, 09:10:43, Note,4
08/19/2011, 09:10:43, Note,6
08/19/2011, 09:10:43, Note,6
08/19/2011, 09:10:43, Note,6
08/19/2011, 09:10:43, Note,5
08/19/2011, 09:10:43, Note,4
08/19/2011, 09:10:44, Note,5
08/19/2011, 09:10:44, Note,6
08/19/2011, 09:10:44, Note,8
08/19/2011, 09:10:45, Note,8
08/19/2011, 09:10:45, Note,7
08/19/2011, 09:10:45, Note,6
08/19/2011, 09:10:45, Note,5
08/19/2011, 09:10:45, Note,5
08/19/2011, 09:10:45, Note,4
08/19/2011, 09:10:45, Note,2
08/19/2011, 09:10:46, Note,4
08/19/2011, 09:10:46, Note,5
08/19/2011, 09:10:46, Note,6
08/19/2011, 09:10:47, Note,5
08/19/2011, 09:10:48, Note,8
08/19/2011, 09:10:48, Note,8
08/19/2011, 09:10:48, Note,4
08/19/2011, 09:11:20, Note,1
08/19/2011, 09:11:20, Note,2
08/19/2011, 09:11:21, Note,3
08/19/2011, 09:11:21, Note,4
08/19/2011, 09:11:21, Note,5
08/19/2011, 09:11:21, Note,6
08/19/2011, 09:11:22, Note,7
08/19/2011, 09:11:22, Note,8
08/19/2011, 09:11:22, Note,8
08/19/2011, 09:11:22, Note,7
08/19/2011, 09:11:22, Note,6
08/19/2011, 09:11:23, Note,4
08/19/2011, 09:11:23, Note,6
08/19/2011, 09:11:23, Note,6
08/19/2011, 09:11:23, Note,7
08/19/2011, 09:11:23, Note,4
08/19/2011, 09:11:23, Note,8
08/19/2011, 09:11:23, Note,7
08/19/2011, 09:11:23, Note,6
08/19/2011, 09:11:23, Note,4
08/19/2011, 09:11:23, Note,3
08/19/2011, 09:11:24, Note,3
08/19/2011, 09:11:24, Note,4
08/19/2011, 09:11:24, Note,6
08/19/2011, 09:11:24, Note,7
08/19/2011, 09:11:24, Note,4
08/19/2011, 09:11:24, Note,5
08/19/2011, 09:11:25, Note,4
08/19/2011, 09:11:25, Note,3
08/19/2011, 09:11:25, Note,2
08/19/2011, 09:11:25, Note,1
08/19/2011, 09:11:38, Note,2
08/19/2011, 09:11:38, Note,1
08/19/2011, 09:11:38, Note,1
08/19/2011, 09:11:38, Note,1
08/19/2011, 09:11:39, Note,3
08/19/2011, 09:11:39, Note,1
08/19/2011, 09:11:39, Note,3
08/19/2011, 09:11:39, Note,1
08/19/2011, 09:11:39, Note,2
08/19/2011, 09:11:39, Note,3
08/19/2011, 09:11:39, Note,5
08/19/2011, 09:11:40, Note,3
08/19/2011, 09:11:40, Note,5
08/19/2011, 09:11:40, Note,3
08/19/2011, 09:11:40, Note,5
08/19/2011, 09:11:40, Note,3
08/19/2011, 09:11:40, Note,5
08/19/2011, 09:11:40, Note,3
08/19/2011, 09:11:40, Note,2
08/19/2011, 09:11:40, Note,8
08/19/2011, 09:11:40, Note,1
08/19/2011, 09:11:40, Note,7
08/19/2011, 09:11:40, Note,2
08/19/2011, 09:11:40, Note,7
08/19/2011, 09:11:40, Note,7
08/19/2011, 09:11:41, Note,1
08/19/2011, 09:11:41, Note,6
08/19/2011, 09:11:41, Note,4
08/19/2011, 09:11:41, Note,7
08/19/2011, 09:11:41, Note,1
08/19/2011, 09:11:41, Note,2
08/19/2011, 09:11:41, Note,7
08/19/2011, 09:11:42, Note,7
08/19/2011, 09:11:42, Note,7
08/19/2011, 09:11:43, Note,6
08/19/2011, 09:11:43, Note,5
08/19/2011, 09:11:43, Note,5
08/19/2011, 09:11:44, Note,5
08/19/2011, 09:11:44, Note,4
08/19/2011, 09:12:28, Note,1
08/19/2011, 09:12:28, Note,2
08/19/2011, 09:12:28, Note,4
08/19/2011, 09:12:28, Note,5
08/19/2011, 09:12:28, Note,5
08/19/2011, 09:12:28, Note,6
08/19/2011, 09:12:28, Note,7
08/19/2011, 09:12:28, Note,8
08/19/2011, 09:12:29, Note,7
08/19/2011, 09:12:29, Note,6
08/19/2011, 09:12:29, Note,5
08/19/2011, 09:12:29, Note,6
08/19/2011, 09:12:29, Note,4
08/19/2011, 09:12:29, Note,2
08/19/2011, 09:12:30, Note,4
08/19/2011, 09:12:30, Note,2
08/19/2011, 09:12:30, Note,5
08/19/2011, 09:12:30, Note,3
08/19/2011, 09:12:30, Note,4
08/19/2011, 09:12:30, Note,7
08/19/2011, 09:12:30, Note,7
08/19/2011, 09:12:30, Note,5
08/19/2011, 09:12:30, Note,7
08/19/2011, 09:12:30, Note,6
08/19/2011, 09:12:30, Note,7
08/19/2011, 09:12:30, Note,7
08/19/2011, 09:12:30, Note,5
08/19/2011, 09:12:30, Note,7
08/19/2011, 09:12:31, Note,7
08/19/2011, 09:12:31, Note,5
08/19/2011, 09:12:31, Note,5
08/19/2011, 09:12:31, Note,5
08/19/2011, 09:12:31, Note,5
08/19/2011, 09:12:31, Note,4
08/19/2011, 09:12:31, Note,5
08/19/2011, 09:12:31, Note,4
08/19/2011, 09:12:31, Note,5
08/19/2011, 09:12:31, Note,5
08/19/2011, 09:12:31, Note,4
08/19/2011, 09:12:32, Note,3
08/19/2011, 09:12:32, Note,2
08/19/2011, 09:12:32, Note,1
08/19/2011, 09:12:33, Note,4
08/19/2011, 09:12:33, Note,2
08/19/2011, 09:12:33, Note,5
08/19/2011, 09:12:33, Note,5
08/19/2011, 09:12:33, Note,6
08/19/2011, 09:12:33, Note,6
08/19/2011, 09:12:33, Note,4
08/19/2011, 09:12:33, Note,4
08/19/2011, 09:12:33, Note,5
08/19/2011, 09:12:33, Note,8
08/19/2011, 09:12:33, Note,7
08/19/2011, 09:12:34, Note,6
08/19/2011, 09:12:34, Note,7
08/19/2011, 09:12:34, Note,8
08/19/2011, 09:12:34, Note,8
08/19/2011, 09:12:34, Note,5
08/19/2011, 09:12:34, Note,4
08/19/2011, 09:12:34, Note,7
08/19/2011, 09:12:34, Note,7
08/19/2011, 09:12:34, Note,3
08/19/2011, 09:12:34, Note,4
08/19/2011, 09:12:34, Note,6
08/19/2011, 09:12:34, Note,5
08/19/2011, 09:12:34, Note,2
08/19/2011, 09:12:34, Note,3
08/19/2011, 09:12:35, Note,1
08/19/2011, 09:12:35, Note,4
08/19/2011, 09:12:35, Note,1
08/19/2011, 09:12:36, Note,2
08/19/2011, 09:12:36, Note,4
08/19/2011, 09:12:36, Note,6
08/19/2011, 09:12:36, Note,4
08/19/2011, 09:12:37, Note,1
08/19/2011, 09:12:37, Switching to instrument 1
08/19/2011, 09:12:37, Note,4
08/19/2011, 09:12:38, Note,2
08/19/2011, 09:12:38, Note,3
08/19/2011, 09:12:38, Note,4
08/19/2011, 09:12:38, Note,5
08/19/2011, 09:12:39, Note,6
08/19/2011, 09:12:39, Note,7
08/19/2011, 09:12:39, Note,8
08/19/2011, 09:12:39, Note,5
08/19/2011, 09:12:39, Note,6
08/19/2011, 09:12:39, Note,7
08/19/2011, 09:12:39, Note,6
08/19/2011, 09:12:39, Note,5
08/19/2011, 09:12:39, Note,4
08/19/2011, 09:12:39, Note,5
08/19/2011, 09:12:40, Note,4
08/19/2011, 09:12:40, Note,3
08/19/2011, 09:12:40, Note,2
08/19/2011, 09:12:40, Note,4
08/19/2011, 09:12:40, Note,2
08/19/2011, 09:12:40, Note,3
08/19/2011, 09:12:41, Note,2
08/19/2011, 09:12:41, Note,4
08/19/2011, 09:12:41, Note,1
08/19/2011, 09:12:41, Note,4
08/19/2011, 09:12:41, Note,5
08/19/2011, 09:12:41, Note,2
08/19/2011, 09:12:41, Note,4
08/19/2011, 09:12:41, Note,6
08/19/2011, 09:12:42, Note,4
08/19/2011, 09:12:43, Note,5
08/19/2011, 09:12:44, Note,5
08/19/2011, 09:12:44, Note,6
08/19/2011, 09:12:44, Note,3
08/19/2011, 09:12:44, Note,5
08/19/2011, 09:12:44, Note,3
08/19/2011, 09:12:44, Note,2
08/19/2011, 09:12:45, Note,1
08/19/2011, 09:12:45, Note,2
08/19/2011, 09:12:45, Switching to instrument 2
08/19/2011, 09:12:46, Note,4
08/19/2011, 09:12:46, Note,1
08/19/2011, 09:12:46, Note,2
08/19/2011, 09:12:46, Note,3
08/19/2011, 09:12:46, Note,4
08/19/2011, 09:12:46, Note,5
