00/00/0000, 00:00:00, Master Init Complete
12/11/2012, 12:23:35, Note,1
12/11/2012, 12:23:35, Note,4
12/11/2012, 12:23:35, Note,5
12/11/2012, 12:23:35, Note,2
12/11/2012, 12:23:35, Note,3
12/11/2012, 12:23:35, Note,4
12/11/2012, 12:23:35, Note,4
12/11/2012, 12:23:35, Note,6
12/11/2012, 12:23:35, Note,4
12/11/2012, 12:23:35, Note,5
12/11/2012, 12:23:35, Note,7
12/11/2012, 12:23:35, Note,6
12/11/2012, 12:23:35, Note,4
12/11/2012, 12:23:35, Note,8
12/11/2012, 12:23:36, Note,4
12/11/2012, 12:23:36, Note,1
12/11/2012, 12:23:36, Note,8
12/11/2012, 12:23:36, Note,5
12/11/2012, 12:23:36, Note,8
12/11/2012, 12:23:36, Note,5
12/11/2012, 12:23:36, Note,7
12/11/2012, 12:23:36, Note,4
12/11/2012, 12:23:36, Note,4
12/11/2012, 12:23:36, Note,6
12/11/2012, 12:23:36, Note,4
12/11/2012, 12:23:36, Note,5
12/11/2012, 12:23:37, Note,3
12/11/2012, 12:23:37, Note,4
12/11/2012, 12:23:37, Note,3
12/11/2012, 12:23:37, Note,4
12/11/2012, 12:23:37, Note,5
12/11/2012, 12:23:37, Note,4
12/11/2012, 12:23:37, Note,5
12/11/2012, 12:23:37, Note,6
12/11/2012, 12:23:37, Note,4
12/11/2012, 12:23:37, Note,6
12/11/2012, 12:23:38, Note,4
12/11/2012, 12:23:38, Note,4
12/11/2012, 12:23:38, Note,3
12/11/2012, 12:23:38, Note,5
12/11/2012, 12:23:38, Note,1
12/11/2012, 12:23:38, Note,4
12/11/2012, 12:23:38, Note,3
12/11/2012, 12:23:39, Note,2
12/11/2012, 12:23:39, Note,5
12/11/2012, 12:23:39, Note,4
12/11/2012, 12:23:39, Note,3
12/11/2012, 12:23:39, Note,5
12/11/2012, 12:23:39, Note,6
12/11/2012, 12:23:39, Note,6
12/11/2012, 12:23:39, Note,7
12/11/2012, 12:23:39, Note,4
12/11/2012, 12:23:39, Note,5
12/11/2012, 12:23:39, Note,4
12/11/2012, 12:23:39, Note,1
12/11/2012, 12:23:39, Note,5
12/11/2012, 12:23:40, Note,5
12/11/2012, 12:23:40, Note,7
12/11/2012, 12:23:40, Note,3
12/11/2012, 12:23:40, Note,6
12/11/2012, 12:23:40, Note,4
12/11/2012, 12:23:40, Note,5
12/11/2012, 12:23:40, Note,4
12/11/2012, 12:23:40, Note,3
12/11/2012, 12:23:40, Note,2
12/11/2012, 12:23:40, Note,4
12/11/2012, 12:23:40, Note,1
12/11/2012, 12:23:40, Note,4
12/11/2012, 12:23:40, Note,1
12/11/2012, 12:23:40, Note,3
12/11/2012, 12:23:40, Note,4
12/11/2012, 12:23:41, Note,4
12/11/2012, 12:23:41, Note,2
12/11/2012, 12:23:41, Note,3
12/11/2012, 12:23:41, Note,5
12/11/2012, 12:23:41, Note,4
12/11/2012, 12:23:41, Note,4
12/11/2012, 12:23:41, Note,5
12/11/2012, 12:23:42, Note,4
12/11/2012, 12:23:42, Note,6
12/11/2012, 12:23:42, Note,4
12/11/2012, 12:23:42, Note,3
12/11/2012, 12:23:42, Note,5
12/11/2012, 12:23:42, Note,5
12/11/2012, 12:23:42, Note,4
12/11/2012, 12:23:42, Note,3
12/11/2012, 12:23:42, Note,6
12/11/2012, 12:23:42, Note,4
12/11/2012, 12:23:43, Note,4
12/11/2012, 12:23:43, Note,7
12/11/2012, 12:23:43, Note,7
12/11/2012, 12:23:43, Note,4
12/11/2012, 12:23:43, Note,5
12/11/2012, 12:23:43, Note,4
12/11/2012, 12:23:43, Note,5
12/11/2012, 12:23:43, Note,6
12/11/2012, 12:23:44, Note,4
12/11/2012, 12:23:44, Note,4
12/11/2012, 12:23:44, Note,5
12/11/2012, 12:23:44, Note,4
12/11/2012, 12:23:44, Note,6
12/11/2012, 12:23:44, Note,5
12/11/2012, 12:23:44, Note,7
12/11/2012, 12:23:44, Note,4
12/11/2012, 12:23:44, Note,5
12/11/2012, 12:23:44, Note,4
12/11/2012, 12:23:44, Note,1
12/11/2012, 12:23:44, Note,4
12/11/2012, 12:23:44, Note,4
12/11/2012, 12:23:45, Note,6
12/11/2012, 12:23:45, Note,3
12/11/2012, 12:23:45, Note,2
12/11/2012, 12:23:45, Note,4
12/11/2012, 12:23:45, Note,5
12/11/2012, 12:23:45, Note,4
12/11/2012, 12:23:45, Note,4
12/11/2012, 12:23:45, Note,2
12/11/2012, 12:23:45, Note,4
12/11/2012, 12:23:45, Note,4
12/11/2012, 12:23:45, Note,3
12/11/2012, 12:23:46, Note,2
12/11/2012, 12:23:46, Note,3
12/11/2012, 12:23:46, Note,1
12/11/2012, 12:23:46, Note,4
12/11/2012, 12:23:46, Note,4
12/11/2012, 12:23:46, Note,1
12/11/2012, 12:23:46, Note,7
12/11/2012, 12:23:46, Note,4
12/11/2012, 12:23:47, Note,4
12/11/2012, 12:23:47, Note,8
12/11/2012, 12:23:47, Note,4
12/11/2012, 12:23:47, Note,8
12/11/2012, 12:23:47, Note,4
12/11/2012, 12:23:47, Note,4
12/11/2012, 12:23:47, Note,4
12/11/2012, 12:23:47, Note,7
12/11/2012, 12:23:47, Note,4
12/11/2012, 12:23:47, Note,5
12/11/2012, 12:23:48, Note,3
12/11/2012, 12:23:48, Note,4
12/11/2012, 12:23:48, Note,2
12/11/2012, 12:23:48, Note,4
12/11/2012, 12:23:48, Note,3
12/11/2012, 12:23:48, Note,4
12/11/2012, 12:23:48, Note,4
12/11/2012, 12:23:48, Note,5
12/11/2012, 12:23:49, Note,4
12/11/2012, 12:23:49, Note,7
12/11/2012, 12:23:49, Note,4
12/11/2012, 12:23:49, Note,8
12/11/2012, 12:23:49, Note,8
12/11/2012, 12:23:49, Note,4
12/11/2012, 12:23:49, Note,7
12/11/2012, 12:23:50, Note,5
12/11/2012, 12:23:50, Note,3
12/11/2012, 12:23:50, Note,4
12/11/2012, 12:23:50, Note,2
12/11/2012, 12:23:50, Note,3
12/11/2012, 12:23:50, Note,1
12/11/2012, 12:23:50, Note,3
12/11/2012, 12:23:50, Note,1
12/11/2012, 12:23:51, Note,2
12/11/2012, 12:23:51, Note,1
12/11/2012, 12:23:51, Note,4
12/11/2012, 12:23:51, Note,3
12/11/2012, 12:23:51, Note,3
12/11/2012, 12:23:51, Note,3
12/11/2012, 12:23:51, Note,3
12/11/2012, 12:23:51, Note,4
12/11/2012, 12:23:51, Note,4
12/11/2012, 12:23:51, Note,6
12/11/2012, 12:23:51, Note,1
12/11/2012, 12:23:51, Note,7
12/11/2012, 12:23:51, Note,4
12/11/2012, 12:23:51, Note,4
12/11/2012, 12:23:51, Note,8
12/11/2012, 12:23:52, Note,8
12/11/2012, 12:23:52, Note,3
12/11/2012, 12:23:52, Note,7
12/11/2012, 12:23:52, Note,4
12/11/2012, 12:23:52, Note,6
12/11/2012, 12:23:52, Note,5
12/11/2012, 12:23:52, Note,4
12/11/2012, 12:23:52, Note,2
12/11/2012, 12:23:52, Note,1
12/11/2012, 12:23:52, Note,4
12/11/2012, 12:23:53, Note,1
12/11/2012, 12:23:53, Note,4
12/11/2012, 12:23:53, Note,2
12/11/2012, 12:23:53, Note,4
12/11/2012, 12:23:53, Note,5
12/11/2012, 12:23:53, Note,3
12/11/2012, 12:23:53, Note,6
12/11/2012, 12:23:53, Note,4
12/11/2012, 12:23:53, Note,5
12/11/2012, 12:23:53, Note,6
12/11/2012, 12:23:53, Note,7
12/11/2012, 12:23:53, Note,5
12/11/2012, 12:23:53, Note,4
12/11/2012, 12:23:53, Note,5
12/11/2012, 12:23:53, Note,4
12/11/2012, 12:23:53, Note,8
12/11/2012, 12:23:53, Note,6
12/11/2012, 12:23:53, Note,5
12/11/2012, 12:23:54, Note,7
12/11/2012, 12:23:54, Note,6
12/11/2012, 12:23:54, Note,3
12/11/2012, 12:23:54, Note,5
12/11/2012, 12:23:54, Note,4
12/11/2012, 12:23:54, Note,4
12/11/2012, 12:23:54, Note,2
12/11/2012, 12:23:54, Note,1
12/11/2012, 12:23:54, Note,4
12/11/2012, 12:23:54, Note,4
12/11/2012, 12:23:55, Note,4
12/11/2012, 12:23:55, Note,1
12/11/2012, 12:23:55, Note,5
12/11/2012, 12:23:55, Note,2
12/11/2012, 12:23:55, Note,5
12/11/2012, 12:23:55, Note,5
12/11/2012, 12:23:55, Note,4
12/11/2012, 12:23:55, Note,3
12/11/2012, 12:23:55, Note,4
12/11/2012, 12:23:55, Note,6
12/11/2012, 12:23:55, Note,4
12/11/2012, 12:23:55, Note,5
12/11/2012, 12:23:55, Note,7
12/11/2012, 12:23:55, Note,4
12/11/2012, 12:23:55, Note,7
12/11/2012, 12:23:56, Note,5
12/11/2012, 12:23:56, Note,6
12/11/2012, 12:23:56, Note,4
12/11/2012, 12:23:56, Note,3
12/11/2012, 12:23:56, Note,5
12/11/2012, 12:23:56, Note,2
12/11/2012, 12:23:56, Note,5
12/11/2012, 12:23:56, Note,1
12/11/2012, 12:23:56, Note,3
12/11/2012, 12:23:56, Note,1
12/11/2012, 12:23:56, Note,3
12/11/2012, 12:23:57, Note,1
12/11/2012, 12:23:57, Note,4
12/11/2012, 12:23:57, Note,2
12/11/2012, 12:23:57, Note,3
12/11/2012, 12:23:57, Note,4
12/11/2012, 12:23:57, Note,7
12/11/2012, 12:23:57, Note,5
12/11/2012, 12:23:57, Note,4
12/11/2012, 12:23:58, Note,6
12/11/2012, 12:23:58, Note,5
12/11/2012, 12:23:58, Note,5
12/11/2012, 12:23:58, Note,6
12/11/2012, 12:23:58, Note,4
12/11/2012, 12:23:58, Note,5
12/11/2012, 12:23:58, Note,7
12/11/2012, 12:23:59, Note,5
12/11/2012, 12:23:59, Note,4
12/11/2012, 12:23:59, Note,6
12/11/2012, 12:23:59, Note,5
12/11/2012, 12:23:59, Note,4
12/11/2012, 12:23:59, Note,1
12/11/2012, 12:23:59, Note,4
12/11/2012, 12:23:59, Note,7
12/11/2012, 12:24:00, Note,3
12/11/2012, 12:24:00, Note,3
12/11/2012, 12:24:00, Note,7
12/11/2012, 12:24:00, Note,2
12/11/2012, 12:24:00, Note,6
12/11/2012, 12:24:00, Note,4
12/11/2012, 12:24:00, Note,3
12/11/2012, 12:24:01, Note,7
12/11/2012, 12:24:01, Note,5
12/11/2012, 12:24:01, Note,4
12/11/2012, 12:24:01, Note,4
12/11/2012, 12:24:01, Note,4
12/11/2012, 12:24:02, Note,4
12/11/2012, 12:24:02, Note,4
12/11/2012, 12:24:02, Note,6
12/11/2012, 12:24:02, Note,4
12/11/2012, 12:24:03, Note,5
12/11/2012, 12:24:03, Note,4
12/11/2012, 12:24:03, Note,4
12/11/2012, 12:24:03, Note,4
12/11/2012, 12:24:03, Note,1
12/11/2012, 12:24:04, Note,1
12/11/2012, 12:24:04, Note,1
12/11/2012, 12:24:04, Note,4
12/11/2012, 12:24:05, Note,1
12/11/2012, 12:24:05, Note,1
12/11/2012, 12:24:06, Note,1
12/11/2012, 12:24:07, Note,4
12/11/2012, 12:24:08, Note,1
12/11/2012, 12:24:08, Note,4
12/11/2012, 12:24:08, Note,7
12/11/2012, 12:24:09, Note,4
12/11/2012, 12:24:09, Note,4
12/11/2012, 12:24:09, Note,7
12/11/2012, 12:24:10, Note,1
12/11/2012, 12:24:10, Note,3
12/11/2012, 12:24:10, Note,4
12/11/2012, 12:24:10, Note,5
12/11/2012, 12:24:11, Note,5
12/11/2012, 12:24:11, Note,4
12/11/2012, 12:24:11, Note,6
12/11/2012, 12:24:11, Note,5
12/11/2012, 12:24:11, Note,5
12/11/2012, 12:24:11, Note,4
12/11/2012, 12:24:12, Note,4
12/11/2012, 12:24:12, Note,1
12/11/2012, 12:24:12, Note,4
12/11/2012, 12:24:13, Note,4
12/11/2012, 12:24:13, Note,4
12/11/2012, 12:24:13, Note,4
12/11/2012, 12:24:14, Note,4
12/11/2012, 12:24:14, Note,1
12/11/2012, 12:24:15, Note,4
12/11/2012, 12:24:15, Note,4
12/11/2012, 12:24:17, Note,4
12/11/2012, 12:24:18, Note,4
12/11/2012, 12:24:18, Note,4
12/11/2012, 12:24:18, Note,4
12/11/2012, 12:24:22, Note,4
12/11/2012, 12:24:22, Note,4
12/11/2012, 12:24:23, Note,1
12/11/2012, 12:24:23, Note,4
12/11/2012, 12:24:23, Note,4
12/11/2012, 12:24:24, Note,4
12/11/2012, 12:24:24, Note,4
12/11/2012, 12:24:24, Note,1
12/11/2012, 12:24:24, Note,4
12/11/2012, 12:24:24, Note,4
12/11/2012, 12:24:24, Note,4
12/11/2012, 12:24:25, Note,4
12/11/2012, 12:24:25, Note,4
12/11/2012, 12:24:26, Note,4
12/11/2012, 12:24:26, Note,4
12/11/2012, 12:24:26, Note,4
12/11/2012, 12:24:26, Note,4
12/11/2012, 12:24:27, Note,4
12/11/2012, 12:24:28, Note,4
12/11/2012, 12:24:28, Note,4
12/11/2012, 12:24:28, Note,4
12/11/2012, 12:24:29, Note,4
12/11/2012, 12:24:30, Note,4
12/11/2012, 12:24:30, Note,4
12/11/2012, 12:24:30, Note,1
12/11/2012, 12:24:31, Note,4
12/11/2012, 12:24:31, Note,4
12/11/2012, 12:24:32, Note,4
12/11/2012, 12:24:32, Note,4
12/11/2012, 12:24:33, Note,4
12/11/2012, 12:24:33, Note,4
12/11/2012, 12:24:33, Note,4
12/11/2012, 12:24:33, Note,4
12/11/2012, 12:24:34, Note,4
12/11/2012, 12:24:34, Note,4
12/11/2012, 12:24:35, Note,4
12/11/2012, 12:24:35, Note,4
12/11/2012, 12:24:37, Note,4
12/11/2012, 12:24:38, Note,1
12/11/2012, 12:24:38, Note,4
12/11/2012, 12:24:40, Note,1
12/11/2012, 12:24:41, Note,1
12/11/2012, 12:24:41, Note,4
12/11/2012, 12:24:42, Note,1
12/11/2012, 12:24:43, Note,1
12/11/2012, 12:24:44, Note,4
12/11/2012, 12:24:46, Note,1
12/11/2012, 12:24:46, Note,1
12/11/2012, 12:24:47, Note,1
12/11/2012, 12:24:48, Note,1
12/11/2012, 12:24:48, Note,1
12/11/2012, 12:24:49, Note,4
12/11/2012, 12:24:49, Note,1
12/11/2012, 12:24:49, Note,4
12/11/2012, 12:24:50, Note,1
12/11/2012, 12:24:50, Note,4
12/11/2012, 12:24:51, Note,4
12/11/2012, 12:24:51, Note,1
12/11/2012, 12:24:51, Note,4
12/11/2012, 12:24:52, Note,1
12/11/2012, 12:24:53, Note,4
12/11/2012, 12:24:53, Note,4
12/11/2012, 12:24:54, Note,4
12/11/2012, 12:24:54, Note,4
12/11/2012, 12:24:55, Note,4
12/11/2012, 12:24:55, Note,1
12/11/2012, 12:24:55, Note,4
12/11/2012, 12:24:56, Note,1
12/11/2012, 12:24:57, Note,1
12/11/2012, 12:24:57, Note,4
12/11/2012, 12:24:57, Note,4
12/11/2012, 12:24:58, Note,4
12/11/2012, 12:24:58, Note,4
12/11/2012, 12:24:59, Note,4
12/11/2012, 12:24:59, Note,4
12/11/2012, 12:25:00, Note,4
12/11/2012, 12:25:00, Note,4
12/11/2012, 12:25:01, Note,4
12/11/2012, 12:25:01, Note,4
12/11/2012, 12:25:02, Note,4
12/11/2012, 12:25:02, Note,4
12/11/2012, 12:25:03, Note,4
12/11/2012, 12:25:03, Note,4
12/11/2012, 12:25:03, Note,4
12/11/2012, 12:25:04, Note,4
12/11/2012, 12:25:04, Note,4
12/11/2012, 12:25:05, Note,4
12/11/2012, 12:25:05, Note,4
12/11/2012, 12:25:05, Note,4
12/11/2012, 12:25:05, Note,4
12/11/2012, 12:25:06, Note,4
12/11/2012, 12:25:06, Note,4
12/11/2012, 12:25:07, Note,4
12/11/2012, 12:25:07, Note,4
12/11/2012, 12:25:07, Note,4
12/11/2012, 12:25:08, Note,4
12/11/2012, 12:25:08, Note,4
12/11/2012, 12:25:09, Note,4
12/11/2012, 12:25:09, Note,4
12/11/2012, 12:25:09, Note,4
12/11/2012, 12:25:09, Note,4
12/11/2012, 12:25:09, Note,4
12/11/2012, 12:25:10, Note,4
12/11/2012, 12:25:12, Note,4
12/11/2012, 12:25:12, Note,4
12/11/2012, 12:25:13, Note,4
12/11/2012, 12:25:13, Note,4
12/11/2012, 12:25:13, Note,4
12/11/2012, 12:25:14, Note,4
12/11/2012, 12:25:15, Note,4
12/11/2012, 12:25:15, Note,4
12/11/2012, 12:25:15, Note,4
12/11/2012, 12:25:16, Note,4
12/11/2012, 12:25:17, Note,4
12/11/2012, 12:25:17, Note,4
12/11/2012, 12:25:18, Note,4
12/11/2012, 12:25:19, Note,4
12/11/2012, 12:25:19, Note,4
12/11/2012, 12:25:20, Note,4
12/11/2012, 12:25:20, Note,4
12/11/2012, 12:25:20, Note,4
12/11/2012, 12:25:21, Note,4
12/11/2012, 12:25:21, Note,4
12/11/2012, 12:25:22, Note,4
12/11/2012, 12:25:22, Note,4
12/11/2012, 12:25:22, Note,4
12/11/2012, 12:25:23, Note,4
12/11/2012, 12:25:23, Note,4
12/11/2012, 12:25:23, Note,1
12/11/2012, 12:25:23, Note,4
12/11/2012, 12:25:23, Note,4
12/11/2012, 12:25:24, Note,4
12/11/2012, 12:25:25, Note,4
12/11/2012, 12:25:26, Note,4
12/11/2012, 12:25:26, Note,4
12/11/2012, 12:25:26, Note,4
12/11/2012, 12:25:27, Note,4
12/11/2012, 12:25:27, Note,1
12/11/2012, 12:25:27, Note,1
12/11/2012, 12:25:27, Note,1
12/11/2012, 12:25:27, Note,4
12/11/2012, 12:25:28, Note,4
12/11/2012, 12:25:29, Note,1
12/11/2012, 12:25:29, Note,4
12/11/2012, 12:25:30, Note,4
12/11/2012, 12:25:30, Note,4
12/11/2012, 12:25:30, Note,1
12/11/2012, 12:25:31, Note,1
12/11/2012, 12:25:32, Note,1
12/11/2012, 12:25:32, Note,1
12/11/2012, 12:25:32, Note,1
12/11/2012, 12:25:32, Note,1
12/11/2012, 12:25:33, Note,4
12/11/2012, 12:25:33, Note,4
12/11/2012, 12:25:35, Note,1
12/11/2012, 12:25:36, Note,4
12/11/2012, 12:25:36, Note,4
12/11/2012, 12:25:36, Note,4
12/11/2012, 12:25:36, Note,4
12/11/2012, 12:25:37, Note,4
12/11/2012, 12:25:37, Note,1
12/11/2012, 12:25:38, Note,1
12/11/2012, 12:25:39, Note,4
12/11/2012, 12:25:39, Note,4
12/11/2012, 12:25:40, Note,4
12/11/2012, 12:25:40, Note,4
12/11/2012, 12:25:40, Note,4
12/11/2012, 12:25:41, Note,1
12/11/2012, 12:25:42, Note,4
12/11/2012, 12:25:42, Note,1
12/11/2012, 12:25:42, Note,1
12/11/2012, 12:25:43, Note,4
12/11/2012, 12:25:43, Note,4
12/11/2012, 12:25:43, Note,4
12/11/2012, 12:25:43, Note,4
12/11/2012, 12:25:43, Note,4
12/11/2012, 12:25:44, Note,4
12/11/2012, 12:25:45, Note,4
12/11/2012, 12:25:45, Note,4
12/11/2012, 12:25:46, Note,4
12/11/2012, 12:25:46, Note,4
12/11/2012, 12:25:46, Note,4
12/11/2012, 12:25:47, Note,5
12/11/2012, 12:25:49, Note,4
12/11/2012, 12:25:49, Note,4
12/11/2012, 12:25:49, Note,4
12/11/2012, 12:25:50, Note,1
12/11/2012, 12:25:50, Note,4
12/11/2012, 12:25:51, Note,4
12/11/2012, 12:25:51, Note,4
12/11/2012, 12:25:51, Note,4
12/11/2012, 12:25:52, Note,4
12/11/2012, 12:25:53, Note,4
12/11/2012, 12:25:53, Note,1
12/11/2012, 12:25:53, Note,4
12/11/2012, 12:25:53, Note,4
12/11/2012, 12:25:54, Note,1
12/11/2012, 12:25:54, Note,1
12/11/2012, 12:25:54, Note,4
12/11/2012, 12:25:55, Note,4
12/11/2012, 12:25:55, Note,4
12/11/2012, 12:25:56, Note,4
12/11/2012, 12:25:56, Note,4
12/11/2012, 12:25:56, Note,1
12/11/2012, 12:25:57, Note,4
12/11/2012, 12:25:57, Note,4
12/11/2012, 12:25:57, Note,4
12/11/2012, 12:25:57, Note,4
12/11/2012, 12:25:57, Note,1
12/11/2012, 12:25:58, Note,1
12/11/2012, 12:25:58, Note,1
12/11/2012, 12:25:59, Note,4
12/11/2012, 12:25:59, Note,1
12/11/2012, 12:25:59, Note,4
12/11/2012, 12:26:00, Note,4
12/11/2012, 12:26:00, Note,4
12/11/2012, 12:26:01, Note,4
12/11/2012, 12:26:01, Note,4
12/11/2012, 12:26:02, Note,4
12/11/2012, 12:26:03, Note,4
12/11/2012, 12:26:03, Note,4
12/11/2012, 12:26:04, Note,4
12/11/2012, 12:26:04, Note,1
12/11/2012, 12:26:04, Note,4
12/11/2012, 12:26:05, Note,4
12/11/2012, 12:26:05, Note,4
12/11/2012, 12:26:06, Note,4
12/11/2012, 12:26:06, Note,4
12/11/2012, 12:26:07, Note,4
12/11/2012, 12:26:08, Note,4
12/11/2012, 12:26:08, Note,1
12/11/2012, 12:26:08, Note,4
12/11/2012, 12:26:09, Note,4
12/11/2012, 12:26:10, Note,4
12/11/2012, 12:26:10, Note,4
12/11/2012, 12:26:10, Note,4
12/11/2012, 12:26:11, Note,4
12/11/2012, 12:26:11, Note,1
12/11/2012, 12:26:11, Note,1
12/11/2012, 12:26:11, Note,4
12/11/2012, 12:26:12, Note,4
12/11/2012, 12:26:12, Note,4
12/11/2012, 12:26:12, Note,4
12/11/2012, 12:26:13, Note,1
12/11/2012, 12:26:13, Note,4
12/11/2012, 12:26:14, Note,4
12/11/2012, 12:26:14, Note,1
12/11/2012, 12:26:14, Note,4
12/11/2012, 12:26:14, Note,1
12/11/2012, 12:26:14, Note,4
12/11/2012, 12:26:14, Note,1
12/11/2012, 12:26:16, Note,4
12/11/2012, 12:26:16, Note,4
12/11/2012, 12:26:17, Note,4
12/11/2012, 12:26:17, Note,1
12/11/2012, 12:26:18, Note,4
12/11/2012, 12:26:18, Note,4
12/11/2012, 12:26:18, Note,4
12/11/2012, 12:26:18, Note,4
12/11/2012, 12:26:19, Note,4
12/11/2012, 12:26:19, Note,4
12/11/2012, 12:26:19, Note,4
12/11/2012, 12:26:20, Note,4
12/11/2012, 12:26:21, Note,4
12/11/2012, 12:26:21, Note,4
12/11/2012, 12:26:21, Note,4
12/11/2012, 12:26:21, Note,4
12/11/2012, 12:26:22, Note,1
12/11/2012, 12:26:22, Note,4
12/11/2012, 12:26:22, Note,4
12/11/2012, 12:26:24, Note,4
12/11/2012, 12:26:24, Note,4
12/11/2012, 12:26:25, Note,1
12/11/2012, 12:26:25, Note,4
12/11/2012, 12:26:26, Note,1
12/11/2012, 12:26:26, Note,4
12/11/2012, 12:26:26, Note,4
12/11/2012, 12:26:26, Note,1
12/11/2012, 12:26:26, Note,1
12/11/2012, 12:26:26, Note,4
12/11/2012, 12:26:27, Note,4
12/11/2012, 12:26:27, Note,4
12/11/2012, 12:26:27, Note,4
12/11/2012, 12:26:28, Note,4
12/11/2012, 12:26:28, Note,4
12/11/2012, 12:26:28, Note,4
12/11/2012, 12:26:28, Note,4
12/11/2012, 12:26:29, Note,4
12/11/2012, 12:26:30, Note,4
12/11/2012, 12:26:30, Note,4
12/11/2012, 12:26:31, Note,4
12/11/2012, 12:26:31, Note,1
12/11/2012, 12:26:32, Note,4
12/11/2012, 12:26:32, Note,4
12/11/2012, 12:26:32, Note,4
12/11/2012, 12:26:33, Note,4
12/11/2012, 12:26:34, Note,4
12/11/2012, 12:26:35, Note,4
12/11/2012, 12:26:36, Note,4
12/11/2012, 12:26:36, Note,4
12/11/2012, 12:26:36, Note,4
12/11/2012, 12:26:37, Note,4
12/11/2012, 12:26:37, Note,4
12/11/2012, 12:26:38, Note,4
12/11/2012, 12:26:38, Note,1
12/11/2012, 12:26:38, Note,4
12/11/2012, 12:26:38, Note,4
12/11/2012, 12:26:39, Note,4
12/11/2012, 12:26:39, Note,4
12/11/2012, 12:26:39, Note,4
12/11/2012, 12:26:39, Note,4
12/11/2012, 12:26:40, Note,4
12/11/2012, 12:26:41, Note,1
12/11/2012, 12:26:41, Note,4
12/11/2012, 12:26:42, Note,4
12/11/2012, 12:26:42, Note,1
12/11/2012, 12:26:42, Note,4
12/11/2012, 12:26:43, Note,4
12/11/2012, 12:26:43, Note,4
12/11/2012, 12:26:44, Note,4
12/11/2012, 12:26:44, Note,4
12/11/2012, 12:26:44, Note,4
12/11/2012, 12:26:46, Note,4
12/11/2012, 12:26:46, Note,4
12/11/2012, 12:26:47, Note,1
12/11/2012, 12:26:48, Note,4
12/11/2012, 12:26:48, Note,1
12/11/2012, 12:26:48, Note,4
12/11/2012, 12:26:49, Note,4
12/11/2012, 12:26:49, Note,4
12/11/2012, 12:26:49, Note,4
12/11/2012, 12:26:50, Note,4
12/11/2012, 12:26:50, Note,4
12/11/2012, 12:26:50, Note,1
12/11/2012, 12:26:51, Note,4
12/11/2012, 12:26:51, Note,4
12/11/2012, 12:26:51, Note,4
12/11/2012, 12:26:51, Note,4
12/11/2012, 12:26:52, Note,1
12/11/2012, 12:26:52, Note,4
12/11/2012, 12:26:52, Note,4
12/11/2012, 12:26:53, Note,1
12/11/2012, 12:26:54, Note,4
12/11/2012, 12:26:54, Note,4
12/11/2012, 12:26:54, Note,4
12/11/2012, 12:26:55, Note,4
12/11/2012, 12:26:56, Note,1
12/11/2012, 12:26:56, Note,4
12/11/2012, 12:26:56, Note,1
12/11/2012, 12:26:56, Note,1
12/11/2012, 12:26:56, Note,4
12/11/2012, 12:26:56, Note,4
12/11/2012, 12:26:57, Note,1
12/11/2012, 12:26:57, Note,4
12/11/2012, 12:26:57, Note,4
12/11/2012, 12:26:57, Note,4
12/11/2012, 12:26:57, Note,1
12/11/2012, 12:26:58, Note,4
12/11/2012, 12:26:59, Note,1
12/11/2012, 12:26:59, Note,4
12/11/2012, 12:27:00, Note,4
12/11/2012, 12:27:00, Note,4
12/11/2012, 12:27:01, Note,4
12/11/2012, 12:27:01, Note,1
12/11/2012, 12:27:01, Note,4
12/11/2012, 12:27:02, Note,4
12/11/2012, 12:27:03, Note,4
12/11/2012, 12:27:03, Note,4
12/11/2012, 12:27:03, Note,4
12/11/2012, 12:27:04, Note,4
12/11/2012, 12:27:05, Note,1
12/11/2012, 12:27:05, Note,1
12/11/2012, 12:27:05, Note,4
12/11/2012, 12:27:07, Note,4
12/11/2012, 12:27:08, Note,4
12/11/2012, 12:27:08, Note,1
12/11/2012, 12:27:09, Note,4
12/11/2012, 12:27:09, Note,4
12/11/2012, 12:27:09, Note,4
12/11/2012, 12:27:10, Note,4
12/11/2012, 12:27:10, Note,1
12/11/2012, 12:27:12, Note,4
12/11/2012, 12:27:13, Note,4
12/11/2012, 12:27:13, Note,1
12/11/2012, 12:27:13, Note,1
12/11/2012, 12:27:14, Note,4
12/11/2012, 12:27:14, Note,4
12/11/2012, 12:27:15, Note,4
12/11/2012, 12:27:15, Note,4
12/11/2012, 12:27:15, Note,4
12/11/2012, 12:27:16, Note,1
12/11/2012, 12:27:16, Note,4
12/11/2012, 12:27:16, Note,4
12/11/2012, 12:27:17, Note,4
12/11/2012, 12:27:17, Note,4
12/11/2012, 12:27:18, Note,4
12/11/2012, 12:27:18, Note,4
12/11/2012, 12:27:18, Note,4
12/11/2012, 12:27:19, Note,1
12/11/2012, 12:27:19, Note,4
12/11/2012, 12:27:20, Note,4
12/11/2012, 12:27:20, Note,4
12/11/2012, 12:27:21, Note,4
12/11/2012, 12:27:21, Note,4
12/11/2012, 12:27:21, Note,4
12/11/2012, 12:27:22, Note,4
12/11/2012, 12:27:23, Note,1
12/11/2012, 12:27:23, Note,4
12/11/2012, 12:27:23, Note,4
12/11/2012, 12:27:23, Note,4
12/11/2012, 12:27:24, Note,4
12/11/2012, 12:27:24, Note,1
12/11/2012, 12:27:25, Note,4
12/11/2012, 12:27:25, Note,4
